F:\IMG\center_2019_11_05_14_31_00_431.jpg, F:\IMG\left_2019_11_05_14_31_00_431.jpg, F:\IMG\right_2019_11_05_14_31_00_431.jpg, -0.3393909, 1, 0, 30.03979
F:\IMG\center_2019_11_05_14_31_00_534.jpg, F:\IMG\left_2019_11_05_14_31_00_534.jpg, F:\IMG\right_2019_11_05_14_31_00_534.jpg, -0.06058675, 1, 0, 30.19111
F:\IMG\center_2019_11_05_14_31_00_638.jpg, F:\IMG\left_2019_11_05_14_31_00_638.jpg, F:\IMG\right_2019_11_05_14_31_00_638.jpg, 0, 1, 0, 30.18977
F:\IMG\center_2019_11_05_14_31_00_741.jpg, F:\IMG\left_2019_11_05_14_31_00_741.jpg, F:\IMG\right_2019_11_05_14_31_00_741.jpg, -0.2630766, 1, 0, 30.17675
F:\IMG\center_2019_11_05_14_31_00_842.jpg, F:\IMG\left_2019_11_05_14_31_00_842.jpg, F:\IMG\right_2019_11_05_14_31_00_842.jpg, -0.2106168, 1, 0, 30.18931
F:\IMG\center_2019_11_05_14_31_00_944.jpg, F:\IMG\left_2019_11_05_14_31_00_944.jpg, F:\IMG\right_2019_11_05_14_31_00_944.jpg, 0, 1, 0, 30.18852
F:\IMG\center_2019_11_05_14_31_01_044.jpg, F:\IMG\left_2019_11_05_14_31_01_044.jpg, F:\IMG\right_2019_11_05_14_31_01_044.jpg, 0, 1, 0, 30.19013
F:\IMG\center_2019_11_05_14_31_01_148.jpg, F:\IMG\left_2019_11_05_14_31_01_148.jpg, F:\IMG\right_2019_11_05_14_31_01_148.jpg, -0.2954229, 1, 0, 30.17195
F:\IMG\center_2019_11_05_14_31_01_250.jpg, F:\IMG\left_2019_11_05_14_31_01_250.jpg, F:\IMG\right_2019_11_05_14_31_01_250.jpg, 0, 1, 0, 30.18933
F:\IMG\center_2019_11_05_14_31_01_354.jpg, F:\IMG\left_2019_11_05_14_31_01_354.jpg, F:\IMG\right_2019_11_05_14_31_01_354.jpg, 0, 1, 0, 30.19066
F:\IMG\center_2019_11_05_14_31_01_458.jpg, F:\IMG\left_2019_11_05_14_31_01_458.jpg, F:\IMG\right_2019_11_05_14_31_01_458.jpg, -0.1522137, 1, 0, 30.18562
F:\IMG\center_2019_11_05_14_31_01_559.jpg, F:\IMG\left_2019_11_05_14_31_01_559.jpg, F:\IMG\right_2019_11_05_14_31_01_559.jpg, -0.3845211, 1, 0, 30.16157
F:\IMG\center_2019_11_05_14_31_01_659.jpg, F:\IMG\left_2019_11_05_14_31_01_659.jpg, F:\IMG\right_2019_11_05_14_31_01_659.jpg, -0.07873745, 1, 0, 30.19147
F:\IMG\center_2019_11_05_14_31_01_762.jpg, F:\IMG\left_2019_11_05_14_31_01_762.jpg, F:\IMG\right_2019_11_05_14_31_01_762.jpg, 0, 1, 0, 30.18955
F:\IMG\center_2019_11_05_14_31_01_865.jpg, F:\IMG\left_2019_11_05_14_31_01_865.jpg, F:\IMG\right_2019_11_05_14_31_01_865.jpg, -0.1037715, 1, 0, 30.18918
F:\IMG\center_2019_11_05_14_31_01_967.jpg, F:\IMG\left_2019_11_05_14_31_01_967.jpg, F:\IMG\right_2019_11_05_14_31_01_967.jpg, 0, 1, 0, 30.19016
F:\IMG\center_2019_11_05_14_31_02_066.jpg, F:\IMG\left_2019_11_05_14_31_02_066.jpg, F:\IMG\right_2019_11_05_14_31_02_066.jpg, 0, 1, 0, 30.19029
F:\IMG\center_2019_11_05_14_31_02_170.jpg, F:\IMG\left_2019_11_05_14_31_02_170.jpg, F:\IMG\right_2019_11_05_14_31_02_170.jpg, 0, 1, 0, 30.19047
F:\IMG\center_2019_11_05_14_31_02_272.jpg, F:\IMG\left_2019_11_05_14_31_02_272.jpg, F:\IMG\right_2019_11_05_14_31_02_272.jpg, 0, 1, 0, 30.19034
F:\IMG\center_2019_11_05_14_31_02_372.jpg, F:\IMG\left_2019_11_05_14_31_02_372.jpg, F:\IMG\right_2019_11_05_14_31_02_372.jpg, -0.1041501, 1, 0, 30.18751
F:\IMG\center_2019_11_05_14_31_02_475.jpg, F:\IMG\left_2019_11_05_14_31_02_475.jpg, F:\IMG\right_2019_11_05_14_31_02_475.jpg, -0.4116111, 1, 0, 30.15281
F:\IMG\center_2019_11_05_14_31_02_580.jpg, F:\IMG\left_2019_11_05_14_31_02_580.jpg, F:\IMG\right_2019_11_05_14_31_02_580.jpg, -0.148968, 1, 0, 30.19184
F:\IMG\center_2019_11_05_14_31_02_684.jpg, F:\IMG\left_2019_11_05_14_31_02_684.jpg, F:\IMG\right_2019_11_05_14_31_02_684.jpg, 0, 1, 0, 30.18909
F:\IMG\center_2019_11_05_14_31_02_788.jpg, F:\IMG\left_2019_11_05_14_31_02_788.jpg, F:\IMG\right_2019_11_05_14_31_02_788.jpg, 0, 1, 0, 30.19027
F:\IMG\center_2019_11_05_14_31_02_892.jpg, F:\IMG\left_2019_11_05_14_31_02_892.jpg, F:\IMG\right_2019_11_05_14_31_02_892.jpg, 0, 1, 0, 30.19031
F:\IMG\center_2019_11_05_14_31_02_996.jpg, F:\IMG\left_2019_11_05_14_31_02_996.jpg, F:\IMG\right_2019_11_05_14_31_02_996.jpg, 0, 1, 0, 30.19042
F:\IMG\center_2019_11_05_14_31_03_096.jpg, F:\IMG\left_2019_11_05_14_31_03_096.jpg, F:\IMG\right_2019_11_05_14_31_03_096.jpg, 0, 1, 0, 30.19032
F:\IMG\center_2019_11_05_14_31_03_197.jpg, F:\IMG\left_2019_11_05_14_31_03_197.jpg, F:\IMG\right_2019_11_05_14_31_03_197.jpg, 0, 1, 0, 30.19029
F:\IMG\center_2019_11_05_14_31_03_298.jpg, F:\IMG\left_2019_11_05_14_31_03_298.jpg, F:\IMG\right_2019_11_05_14_31_03_298.jpg, 0, 1, 0, 30.1903
F:\IMG\center_2019_11_05_14_31_03_402.jpg, F:\IMG\left_2019_11_05_14_31_03_402.jpg, F:\IMG\right_2019_11_05_14_31_03_402.jpg, 0, 1, 0, 30.19029
F:\IMG\center_2019_11_05_14_31_03_502.jpg, F:\IMG\left_2019_11_05_14_31_03_502.jpg, F:\IMG\right_2019_11_05_14_31_03_502.jpg, -0.3009417, 1, 0, 30.16777
F:\IMG\center_2019_11_05_14_31_03_602.jpg, F:\IMG\left_2019_11_05_14_31_03_602.jpg, F:\IMG\right_2019_11_05_14_31_03_602.jpg, -0.3170739, 1, 0, 30.18165
F:\IMG\center_2019_11_05_14_31_03_704.jpg, F:\IMG\left_2019_11_05_14_31_03_704.jpg, F:\IMG\right_2019_11_05_14_31_03_704.jpg, -0.013392, 1, 0, 30.18801
F:\IMG\center_2019_11_05_14_31_03_806.jpg, F:\IMG\left_2019_11_05_14_31_03_806.jpg, F:\IMG\right_2019_11_05_14_31_03_806.jpg, 0, 1, 0, 30.1902
F:\IMG\center_2019_11_05_14_31_03_906.jpg, F:\IMG\left_2019_11_05_14_31_03_906.jpg, F:\IMG\right_2019_11_05_14_31_03_906.jpg, 0, 1, 0, 30.19031
F:\IMG\center_2019_11_05_14_31_04_011.jpg, F:\IMG\left_2019_11_05_14_31_04_011.jpg, F:\IMG\right_2019_11_05_14_31_04_011.jpg, 0, 1, 0, 30.19032
F:\IMG\center_2019_11_05_14_31_04_114.jpg, F:\IMG\left_2019_11_05_14_31_04_114.jpg, F:\IMG\right_2019_11_05_14_31_04_114.jpg, 0, 1, 0, 30.19031
F:\IMG\center_2019_11_05_14_31_04_220.jpg, F:\IMG\left_2019_11_05_14_31_04_220.jpg, F:\IMG\right_2019_11_05_14_31_04_220.jpg, 0, 1, 0, 30.19022
F:\IMG\center_2019_11_05_14_31_04_323.jpg, F:\IMG\left_2019_11_05_14_31_04_323.jpg, F:\IMG\right_2019_11_05_14_31_04_323.jpg, 0, 1, 0, 30.19022
F:\IMG\center_2019_11_05_14_31_04_424.jpg, F:\IMG\left_2019_11_05_14_31_04_424.jpg, F:\IMG\right_2019_11_05_14_31_04_424.jpg, 0, 1, 0, 30.19007
F:\IMG\center_2019_11_05_14_31_04_528.jpg, F:\IMG\left_2019_11_05_14_31_04_528.jpg, F:\IMG\right_2019_11_05_14_31_04_528.jpg, 0, 1, 0, 30.18866
F:\IMG\center_2019_11_05_14_31_04_633.jpg, F:\IMG\left_2019_11_05_14_31_04_633.jpg, F:\IMG\right_2019_11_05_14_31_04_633.jpg, -0.2449677, 1, 0, 30.1753
F:\IMG\center_2019_11_05_14_31_04_737.jpg, F:\IMG\left_2019_11_05_14_31_04_737.jpg, F:\IMG\right_2019_11_05_14_31_04_737.jpg, -0.0859674, 1, 0, 30.19059
F:\IMG\center_2019_11_05_14_31_04_839.jpg, F:\IMG\left_2019_11_05_14_31_04_839.jpg, F:\IMG\right_2019_11_05_14_31_04_839.jpg, 0, 1, 0, 30.19019
F:\IMG\center_2019_11_05_14_31_04_942.jpg, F:\IMG\left_2019_11_05_14_31_04_942.jpg, F:\IMG\right_2019_11_05_14_31_04_942.jpg, 0, 1, 0, 30.19045
F:\IMG\center_2019_11_05_14_31_05_044.jpg, F:\IMG\left_2019_11_05_14_31_05_044.jpg, F:\IMG\right_2019_11_05_14_31_05_044.jpg, -0.1556109, 1, 0, 30.18451
F:\IMG\center_2019_11_05_14_31_05_145.jpg, F:\IMG\left_2019_11_05_14_31_05_145.jpg, F:\IMG\right_2019_11_05_14_31_05_145.jpg, -0.1894677, 1, 0, 30.1876
F:\IMG\center_2019_11_05_14_31_05_248.jpg, F:\IMG\left_2019_11_05_14_31_05_248.jpg, F:\IMG\right_2019_11_05_14_31_05_248.jpg, 0, 1, 0, 30.18965
F:\IMG\center_2019_11_05_14_31_05_348.jpg, F:\IMG\left_2019_11_05_14_31_05_348.jpg, F:\IMG\right_2019_11_05_14_31_05_348.jpg, 0, 1, 0, 30.19022
F:\IMG\center_2019_11_05_14_31_05_451.jpg, F:\IMG\left_2019_11_05_14_31_05_451.jpg, F:\IMG\right_2019_11_05_14_31_05_451.jpg, -0.134697, 1, 0, 30.18663
F:\IMG\center_2019_11_05_14_31_05_554.jpg, F:\IMG\left_2019_11_05_14_31_05_554.jpg, F:\IMG\right_2019_11_05_14_31_05_554.jpg, 0, 1, 0, 30.19071
F:\IMG\center_2019_11_05_14_31_05_657.jpg, F:\IMG\left_2019_11_05_14_31_05_657.jpg, F:\IMG\right_2019_11_05_14_31_05_657.jpg, 0, 1, 0, 30.19032
F:\IMG\center_2019_11_05_14_31_05_759.jpg, F:\IMG\left_2019_11_05_14_31_05_759.jpg, F:\IMG\right_2019_11_05_14_31_05_759.jpg, -0.1752174, 1, 0, 30.183
F:\IMG\center_2019_11_05_14_31_05_859.jpg, F:\IMG\left_2019_11_05_14_31_05_859.jpg, F:\IMG\right_2019_11_05_14_31_05_859.jpg, -0.1736721, 1, 0, 30.18876
F:\IMG\center_2019_11_05_14_31_05_964.jpg, F:\IMG\left_2019_11_05_14_31_05_964.jpg, F:\IMG\right_2019_11_05_14_31_05_964.jpg, 0, 1, 0, 30.18954
F:\IMG\center_2019_11_05_14_31_06_070.jpg, F:\IMG\left_2019_11_05_14_31_06_070.jpg, F:\IMG\right_2019_11_05_14_31_06_070.jpg, 0, 1, 0, 30.19
F:\IMG\center_2019_11_05_14_31_06_173.jpg, F:\IMG\left_2019_11_05_14_31_06_173.jpg, F:\IMG\right_2019_11_05_14_31_06_173.jpg, 0, 1, 0, 30.19021
F:\IMG\center_2019_11_05_14_31_06_277.jpg, F:\IMG\left_2019_11_05_14_31_06_277.jpg, F:\IMG\right_2019_11_05_14_31_06_277.jpg, 0, 1, 0, 30.1901
F:\IMG\center_2019_11_05_14_31_06_380.jpg, F:\IMG\left_2019_11_05_14_31_06_380.jpg, F:\IMG\right_2019_11_05_14_31_06_380.jpg, 0, 1, 0, 30.19007
F:\IMG\center_2019_11_05_14_31_06_483.jpg, F:\IMG\left_2019_11_05_14_31_06_483.jpg, F:\IMG\right_2019_11_05_14_31_06_483.jpg, 0, 1, 0, 30.18811
F:\IMG\center_2019_11_05_14_31_06_583.jpg, F:\IMG\left_2019_11_05_14_31_06_583.jpg, F:\IMG\right_2019_11_05_14_31_06_583.jpg, -0.2539728, 1, 0, 30.17462
F:\IMG\center_2019_11_05_14_31_06_689.jpg, F:\IMG\left_2019_11_05_14_31_06_689.jpg, F:\IMG\right_2019_11_05_14_31_06_689.jpg, -0.2209649, 1, 0, 30.18663
F:\IMG\center_2019_11_05_14_31_06_790.jpg, F:\IMG\left_2019_11_05_14_31_06_790.jpg, F:\IMG\right_2019_11_05_14_31_06_790.jpg, 0, 1, 0, 30.18824
F:\IMG\center_2019_11_05_14_31_06_895.jpg, F:\IMG\left_2019_11_05_14_31_06_895.jpg, F:\IMG\right_2019_11_05_14_31_06_895.jpg, 0, 1, 0, 30.19003
F:\IMG\center_2019_11_05_14_31_06_996.jpg, F:\IMG\left_2019_11_05_14_31_06_996.jpg, F:\IMG\right_2019_11_05_14_31_06_996.jpg, 0, 1, 0, 30.19018
F:\IMG\center_2019_11_05_14_31_07_101.jpg, F:\IMG\left_2019_11_05_14_31_07_101.jpg, F:\IMG\right_2019_11_05_14_31_07_101.jpg, 0, 1, 0, 30.1902
F:\IMG\center_2019_11_05_14_31_07_202.jpg, F:\IMG\left_2019_11_05_14_31_07_202.jpg, F:\IMG\right_2019_11_05_14_31_07_202.jpg, 0, 1, 0, 30.19015
F:\IMG\center_2019_11_05_14_31_07_304.jpg, F:\IMG\left_2019_11_05_14_31_07_304.jpg, F:\IMG\right_2019_11_05_14_31_07_304.jpg, 0, 1, 0, 30.1902
F:\IMG\center_2019_11_05_14_31_07_410.jpg, F:\IMG\left_2019_11_05_14_31_07_410.jpg, F:\IMG\right_2019_11_05_14_31_07_410.jpg, 0, 1, 0, 30.19019
F:\IMG\center_2019_11_05_14_31_07_514.jpg, F:\IMG\left_2019_11_05_14_31_07_514.jpg, F:\IMG\right_2019_11_05_14_31_07_514.jpg, 0, 1, 0, 30.19137
F:\IMG\center_2019_11_05_14_31_07_618.jpg, F:\IMG\left_2019_11_05_14_31_07_618.jpg, F:\IMG\right_2019_11_05_14_31_07_618.jpg, 0, 1, 0, 30.19092
F:\IMG\center_2019_11_05_14_31_07_722.jpg, F:\IMG\left_2019_11_05_14_31_07_722.jpg, F:\IMG\right_2019_11_05_14_31_07_722.jpg, -0.1442331, 1, 0, 30.18467
F:\IMG\center_2019_11_05_14_31_07_824.jpg, F:\IMG\left_2019_11_05_14_31_07_824.jpg, F:\IMG\right_2019_11_05_14_31_07_824.jpg, -0.3228318, 1, 0, 30.16939
F:\IMG\center_2019_11_05_14_31_07_925.jpg, F:\IMG\left_2019_11_05_14_31_07_925.jpg, F:\IMG\right_2019_11_05_14_31_07_925.jpg, -0.01545211, 1, 0, 30.18888
F:\IMG\center_2019_11_05_14_31_08_028.jpg, F:\IMG\left_2019_11_05_14_31_08_028.jpg, F:\IMG\right_2019_11_05_14_31_08_028.jpg, 0, 1, 0, 30.18999
F:\IMG\center_2019_11_05_14_31_08_130.jpg, F:\IMG\left_2019_11_05_14_31_08_130.jpg, F:\IMG\right_2019_11_05_14_31_08_130.jpg, 0, 1, 0, 30.19032
F:\IMG\center_2019_11_05_14_31_08_232.jpg, F:\IMG\left_2019_11_05_14_31_08_232.jpg, F:\IMG\right_2019_11_05_14_31_08_232.jpg, 0, 1, 0, 30.1903
F:\IMG\center_2019_11_05_14_31_08_333.jpg, F:\IMG\left_2019_11_05_14_31_08_333.jpg, F:\IMG\right_2019_11_05_14_31_08_333.jpg, 0, 1, 0, 30.19027
F:\IMG\center_2019_11_05_14_31_08_434.jpg, F:\IMG\left_2019_11_05_14_31_08_434.jpg, F:\IMG\right_2019_11_05_14_31_08_434.jpg, 0, 1, 0, 30.1903
F:\IMG\center_2019_11_05_14_31_08_535.jpg, F:\IMG\left_2019_11_05_14_31_08_535.jpg, F:\IMG\right_2019_11_05_14_31_08_535.jpg, 0, 1, 0, 30.19048
F:\IMG\center_2019_11_05_14_31_08_634.jpg, F:\IMG\left_2019_11_05_14_31_08_634.jpg, F:\IMG\right_2019_11_05_14_31_08_634.jpg, -0.2831985, 1, 0, 30.17001
F:\IMG\center_2019_11_05_14_31_08_736.jpg, F:\IMG\left_2019_11_05_14_31_08_736.jpg, F:\IMG\right_2019_11_05_14_31_08_736.jpg, -0.2438937, 1, 0, 30.18699
F:\IMG\center_2019_11_05_14_31_08_838.jpg, F:\IMG\left_2019_11_05_14_31_08_838.jpg, F:\IMG\right_2019_11_05_14_31_08_838.jpg, 0, 1, 0, 30.18749
F:\IMG\center_2019_11_05_14_31_08_938.jpg, F:\IMG\left_2019_11_05_14_31_08_938.jpg, F:\IMG\right_2019_11_05_14_31_08_938.jpg, 0, 1, 0, 30.18997
F:\IMG\center_2019_11_05_14_31_09_039.jpg, F:\IMG\left_2019_11_05_14_31_09_039.jpg, F:\IMG\right_2019_11_05_14_31_09_039.jpg, 0, 1, 0, 30.19045
F:\IMG\center_2019_11_05_14_31_09_141.jpg, F:\IMG\left_2019_11_05_14_31_09_141.jpg, F:\IMG\right_2019_11_05_14_31_09_141.jpg, 0, 1, 0, 30.19027
F:\IMG\center_2019_11_05_14_31_09_242.jpg, F:\IMG\left_2019_11_05_14_31_09_242.jpg, F:\IMG\right_2019_11_05_14_31_09_242.jpg, 0, 1, 0, 30.19051
F:\IMG\center_2019_11_05_14_31_09_347.jpg, F:\IMG\left_2019_11_05_14_31_09_347.jpg, F:\IMG\right_2019_11_05_14_31_09_347.jpg, 0.3138666, 1, 0, 30.16647
F:\IMG\center_2019_11_05_14_31_09_452.jpg, F:\IMG\left_2019_11_05_14_31_09_452.jpg, F:\IMG\right_2019_11_05_14_31_09_452.jpg, 0.1176042, 1, 0, 30.19111
F:\IMG\center_2019_11_05_14_31_09_555.jpg, F:\IMG\left_2019_11_05_14_31_09_555.jpg, F:\IMG\right_2019_11_05_14_31_09_555.jpg, 0, 1, 0, 30.18916
F:\IMG\center_2019_11_05_14_31_09_658.jpg, F:\IMG\left_2019_11_05_14_31_09_658.jpg, F:\IMG\right_2019_11_05_14_31_09_658.jpg, -0.1371855, 1, 0, 30.18241
F:\IMG\center_2019_11_05_14_31_09_764.jpg, F:\IMG\left_2019_11_05_14_31_09_764.jpg, F:\IMG\right_2019_11_05_14_31_09_764.jpg, -0.2527688, 1, 0, 30.1776
F:\IMG\center_2019_11_05_14_31_09_867.jpg, F:\IMG\left_2019_11_05_14_31_09_867.jpg, F:\IMG\right_2019_11_05_14_31_09_867.jpg, 0, 1, 0, 30.18901
F:\IMG\center_2019_11_05_14_31_09_972.jpg, F:\IMG\left_2019_11_05_14_31_09_972.jpg, F:\IMG\right_2019_11_05_14_31_09_972.jpg, 0, 1, 0, 30.19008
F:\IMG\center_2019_11_05_14_31_10_072.jpg, F:\IMG\left_2019_11_05_14_31_10_072.jpg, F:\IMG\right_2019_11_05_14_31_10_072.jpg, 0, 1, 0, 30.19028
F:\IMG\center_2019_11_05_14_31_10_177.jpg, F:\IMG\left_2019_11_05_14_31_10_177.jpg, F:\IMG\right_2019_11_05_14_31_10_177.jpg, 0, 1, 0, 30.19029
F:\IMG\center_2019_11_05_14_31_10_281.jpg, F:\IMG\left_2019_11_05_14_31_10_281.jpg, F:\IMG\right_2019_11_05_14_31_10_281.jpg, 0, 1, 0, 30.1903
F:\IMG\center_2019_11_05_14_31_10_383.jpg, F:\IMG\left_2019_11_05_14_31_10_383.jpg, F:\IMG\right_2019_11_05_14_31_10_383.jpg, 0, 1, 0, 30.19031
F:\IMG\center_2019_11_05_14_31_10_488.jpg, F:\IMG\left_2019_11_05_14_31_10_488.jpg, F:\IMG\right_2019_11_05_14_31_10_488.jpg, 0, 1, 0, 30.19029
F:\IMG\center_2019_11_05_14_31_10_592.jpg, F:\IMG\left_2019_11_05_14_31_10_592.jpg, F:\IMG\right_2019_11_05_14_31_10_592.jpg, -0.1072314, 1, 0, 30.18825
F:\IMG\center_2019_11_05_14_31_10_693.jpg, F:\IMG\left_2019_11_05_14_31_10_693.jpg, F:\IMG\right_2019_11_05_14_31_10_693.jpg, 0, 1, 0, 30.19012
